"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14000","299.75","303.7","243.7","254.45","253.7","254.45","25512","272939.87","5063.87","1559925","368850","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14050","309.55","318.95","265.95","277.6","279","277.6","1597","17169.94","341.56","43350","37350","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14100","343.1","346.95","288.6","300.3","303","300.3","2785","30090.6","639.22","127500","35025","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14150","370.95","370.95","312.55","324.2","315.9","324.2","40","434.45","9.95","1425","900","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14200","389.15","396.7","335.6","353","354.5","353","1582","17275.26","426.96","142725","13050","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14250","420.45","420.45","368.5","383.75","381.55","383.75","30","329.32","8.7","7500","-375","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14300","450.9","454.7","395","408.1","409.8","408.1","357","3942.49","113.66","126375","4500","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14350","456.5","459.95","443.55","443.55","443.55","538.7","12","133.24","4.09","4425","675","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14400","522.95","522.95","459.5","470.05","469","470.05","133","1484.31","47.91","18600","3825","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14450","508.8","508.8","506.6","506.6","506.6","603.55","3","33.65","1.14","675","150","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14500","587.5","589.2","524.7","541.05","535.2","541.05","2755","31085.85","1125.23","272550","54750","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14550","0","0","0","1613.8","0","672.15","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14600","658","658","598.6","617.5","621.5","617.5","104","1187.58","48.78","5400","1050","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14650","690.2","690.2","670.9","670.9","670.9","744.3","3","34.5","1.54","75","75","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14700","731.9","733.65","682","700.05","692.05","700.05","76","877.43","39.53","10650","-2775","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14750","773.6","773.6","754.4","754.4","754.4","819.7","3","34.91","1.73","75","75","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14800","818.35","822.25","761.95","776.85","777.7","776.85","131","1530.66","76.56","13575","4050","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14850","0","0","0","1580.65","0","898.15","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14900","877.95","892.15","855","860","860","860","20","236.44","12.94","525","-675","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","14950","0","0","0","1516.9","0","979.4","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15000","1000","1007.85","940","956.6","957","956.6","354","4238.5","256","603675","5400","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15050","0","0","0","1599.2","0","1063.15","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15100","1062","1062","1042.85","1050","1050","1050","13","157.48","10.25","9075","-450","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15150","0","0","0","1533.35","0","1149.25","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15200","1164","1164","1148.8","1148.8","1148.8","1148.8","3","36.8","2.6","7575","150","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15250","0","0","0","1566.4","0","1237.35","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15300","1273.05","1273.05","1241","1252.75","1252.75","1282.1","7","86.9","6.57","20700","300","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15350","0","0","0","2066.9","2066.9","1327.25","0","0","0","150","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15400","0","0","0","1365.5","1365.5","1372.8","0","0","0","900","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15450","0","0","0","1543.65","0","1418.7","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","15500","1466.05","1470","1428.2","1440.65","1437","1440.65","81","1029.38","87.75","69375","1425","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10150","3.8","3.8","1.5","1.7","1.6","1.7","2430","18501.33","2.96","7575","1200","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10200","1.45","2.25","1.45","1.7","1.6","1.7","1117","8546.43","1.38","80625","300","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10250","0","0","0","173.8","0","0.05","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10300","2.05","2.05","1.55","1.9","1.9","0.05","3","23.18","0","5625","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10350","0","0","0","195.3","0","0.05","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10400","2.25","2.25","1.7","1.7","1.7","0.05","4","31.21",".01","2475","150","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10450","0","0","0","218.65","0","0.05","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10500","2.3","2.3","1.65","1.75","1.65","1.75","264","2079.36",".36","259200","-5400","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10550","0","0","0","244.3","0","0.05","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10600","0","0","0","5.6","5.6","0.05","0","0","0","300","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10650","0","0","0","271.45","0","0.05","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10700","0","0","0","1.5","1.5","0.05","0","0","0","150","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10750","0","0","0","300.6","0","0.05","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10800","1.8","2.5","1.8","1.8","1.8","1.8","15","121.52",".02","10950","-225","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10850","0","0","0","331.4","0","0.05","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10900","0","0","0","2.7","2.7","0.05","0","0","0","1050","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","10950","0","0","0","11","11","0.05","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11000","2.65","2.85","2.25","2.35","2.35","2.35","1439","11874.54","2.79","853950","-7275","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11050","0","0","0","400.45","0","0.05","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11100","3.95","3.95","2.5","2.85","2.5","2.85","10","83.27",".02","8100","-225","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11150","0","0","0","13.5","13.5","0.05","0","0","0","150","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11200","4.55","4.55","2.1","2.2","2.25","2.2","68","571.36",".16","37725","-975","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11250","0","0","0","11","11","0.1","0","0","0","975","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11300","4.65","4.7","2.2","2.3","2.7","2.3","162","1373.34",".39","41475","1950","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11350","0","0","0","520.2","0","0.15","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11400","3.65","5.45","3.65","3.65","3.65","0.2","18","153.96",".06","11100","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11450","0","0","0","564.5","0","0.25","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11500","6.4","6.4","3","3.5","3.5","3.5","2735","23597.49","8.12","1033725","-825","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11550","0","0","0","12.35","12.35","0.4","0","0","0","375","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11600","6","6","3.2","4.1","4.1","4.1","55","478.67",".17","22650","375","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11650","0","0","0","659.7","0","0.65","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11700","6.05","6.45","3.4","4.25","4.25","4.25","189","1659.1",".62","34500","3225","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11750","0","0","0","710.55","0","0.95","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11800","8.25","8.3","3.5","4.25","4.5","4.25","473","4187.68","1.63","38700","4200","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11850","4.35","4.35","4.35","4.35","4.35","1.45","3","26.67",".01","225","225","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11900","6.8","7.75","3.6","4.7","5.1","4.7","435","3883.88","1.51","17550","9150","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","11950","0","0","0","818.7","0","2.15","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12000","9.85","10.5","4","5.6","5.75","5.6","9419","84811.83","40.83","2261775","179700","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12050","8.65","8.65","4.25","4.7","4.7","3.15","53","479.23",".24","13200","75","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12100","10.5","10.85","3.6","5.3","5.7","5.3","2794","25367.65","12.1","130200","83100","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12150","6.8","6.8","6","6.05","6","6.05","28","255.28",".13","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12200","12.65","12.65","4.4","6.3","6.5","6.3","2900","26550.14","15.14","230175","83325","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12250","5.5","5.5","5.5","5.5","5.5","6.3","2","18.38",".01","225","150","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12300","18.95","18.95","6","7.55","7.95","7.55","2666","24610.94","17.09","139575","95400","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12350","0","0","0","1059.7","0","8.8","0","0","0","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12400","18.55","18.55","8","9.9","10.8","9.9","3098","28837.17","25.77","204450","93150","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12450","11.7","11.7","10.7","10.7","10.7","12.05","16","149.53",".13","0","0","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12500","23.55","23.55","11.1","13.4","14.2","13.4","11195","105077.04","123.91","2074050","222300","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12550","19","19","14","14","14","16.25","7","65.97",".08","1275","300","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12600","25.15","25.15","10","16.05","10","16.05","3427","32430.42","45.27","238950","-5550","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12650","26.05","26.05","18.9","18.9","18.9","18.9","17","161.57",".28","1500","-300","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12700","31.2","31.4","17.85","19.75","18.85","19.75","3683","35142.24","61.66","401550","21300","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12750","24.7","30.15","19.95","22.45","22.45","22.45","50","479.08",".96","2475","975","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12800","37.1","38","21.8","24.3","25.5","24.3","5517","53075.87","112.67","578475","105750","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12850","35.25","35.25","21.7","27","27.25","27","9","86.92",".18","450","450","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12900","42.7","50.2","27.8","30.45","31.8","30.45","4412","42798.51","112.41","397800","69600","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","12950","47.2","47.25","31.15","33.65","35.7","33.65","396","3856.29","10.14","13725","11400","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","13000","54.2","55.1","34.8","37.4","38.1","37.4","19989","195513.6","620.85","2297100","-72300","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","13050","55.85","55.9","38.1","41","41.35","41","348","3417.14","11.09","21225","10275","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","13100","64.6","66.15","41.8","44.6","44.65","44.6","6346","62581.83","232.38","703350","167100","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","13150","73","73.95","46.9","49.6","49.45","49.6","795","7875.17","34.49","31125","-1500","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","13200","75.95","77","51.9","55.05","56.25","55.05","7581","75397.19","345.29","872400","148350","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","13250","82.9","83.5","53.25","57.1","56.15","57.1","177","1767.47","8.53","19500","7425","14018.5"
"NIFTY","01-Jan-2021","28-Jan-2021","PE","13300","92.15","92.15","64","68.05","67.25","68.05","7468","74904.72","411.42","735975","159675","14018.5"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13350","40.05","89.7","40.05","56.3","55.3","56.3","742","7467.2","37.92","14100","5775","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13400","68.55","99.8","59.95","63","61.65","63","8482","85689.96","445.86","673500","13350","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13450","70.65","110","66.9","69.55","68.65","69.55","1200","12181.06","76.06","22050","3450","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13500","83.55","121.75","74.1","76.9","75.7","76.9","28099","286370.87","1868.5","2074275","30750","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13550","95","132","82.65","85.65","83.65","85.65","1551","15873.62","111.58","36150","10125","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13600","107.25","146.2","91.75","94.9","93","94.9","15462","158941.2","1228.8","1515675","321225","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13650","109.1","160.3","89.5","103.3","89.5","103.3","1303","13454.84","115.38","40050","2775","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13700","123.6","175","112","114.2","112.6","114.2","14493","150315.16","1399.59","857325","183750","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13750","150","190","123.3","126.05","124.2","126.05","1229","12805.87","131.81","44700","21375","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13800","156.25","209.75","135.4","138.35","135.4","138.35","14649","153374.83","1757.68","843225","73725","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13850","159.05","226.15","148.4","150.95","149.15","150.95","874","9195.05","116.37","45825","14025","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13900","200.05","248.8","163.1","166.1","164.7","166.1","13080","138218.59","1859.59","1184850","55875","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","13950","197.05","267.3","178.05","180.6","181.4","180.6","1407","14942.58","221.84","40875","6150","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14000","211.3","291.9","192.8","196.8","195","196.8","49244","525322.3","8260.3","1920225","360300","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14050","236.45","314.5","213.2","216.5","213.75","216.5","2016","21610.67","367.07","56475","13125","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14100","277.65","343.2","230.05","235.7","233.8","235.7","18003","193922.67","3540.95","339225","211725","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14150","282.55","352","253.05","257.45","254.95","257.45","603","6524.45","125.11","14850","13425","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14200","303.2","397.45","273.3","277.85","275.5","277.85","7222","78584.58","1670.28","195000","52275","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14250","335.55","400","293.3","301.7","293.3","301.7","90","985.12","23.25","8325","825","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14300","366.85","459.75","322.15","328.65","323.5","328.65","2764","30389.3","745.4","147225","20850","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14350","376.8","449","356.5","356.85","357.2","356.85","46","508.78","13.71","4425","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14400","420.15","527.35","378.85","386.05","382.45","386.05","560","6220.28","172.28","24675","6075","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14450","460.5","470","421.5","421.5","421.5","514.05","27","301.6","8.99","2550","1875","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14500","496.3","604","441.4","447.65","445","447.65","1876","21087.3","685.8","295050","22500","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14550","525.2","525.2","483.25","483.25","483.25","483.25","22","248.36","8.29","1350","1350","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14600","565","662.6","519.7","520.75","519.7","520.75","140","1590.97","57.97","9675","4275","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14650","0","0","0","670.9","670.9","648.25","0","0","0","75","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14700","636.05","746.5","597.45","599.45","597.45","599.45","68","782.25","32.55","11250","600","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14750","721.85","721.85","641.3","641.3","641.3","641.3","6","69.44","3.07","225","150","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14800","724.85","785","675.05","681.15","682","681.15","92","1069.97","48.77","13350","-225","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14850","753.75","764.6","753.75","764.6","764.6","797.15","2","23.41","1.14","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14900","820","820","758.95","762.25","759.6","762.25","30","352.97","17.72","2175","1650","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","14950","887.15","887.15","779.75","779.75","779.75","779.75","4","47.37","2.52","75","75","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15000","950","1034.15","840.65","849","844.05","849","708","8448.67","483.67","609750","6075","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15050","0","0","0","1599.2","0","958.65","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15100","1109.65","1109.65","945","945","945","945","18","216.84","12.99","10125","1050","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15150","1039.45","1039.45","1020.3","1020.3","1020.3","1020.3","2","24.27","1.54","75","75","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15200","1078","1210","1033","1041.55","1033","1041.55","29","354.6","24","8550","975","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15250","0","0","0","1566.4","0","1130.5","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15300","1302.5","1308.4","1167.95","1178","1178","1174.8","5","61.97","4.6","20700","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15350","1231.85","1267.85","1231.85","1267.85","1267.85","1219.6","3","37.35","2.82","225","75","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15400","1313.25","1407.6","1224","1224","1224","1224","7","87.64","6.79","825","-75","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15450","0","0","0","1543.65","0","1310.45","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","15500","1369.15","1502.6","1325","1332.55","1325","1332.55","94","1191.21","98.46","71550","2175","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10150","3.9","3.9","1","1.65","1.65","1.65","1419","10803.84","1.7","8325","750","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10200","1.75","1.85","1.4","1.45","1.4","1.45","242","1851.58",".28","85875","5250","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10250","0","0","0","173.8","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10300","1.85","1.85","1.5","1.65","1.65","1.65","2785","21517.36","3.23","5775","150","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10350","0","0","0","195.3","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10400","1.7","1.7","1.7","1.7","1.7","1.7","2","15.6","0","2625","150","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10450","0","0","0","218.65","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10500","1.7","1.7","1.4","1.6","1.6","1.6","243","1913.92",".3","255675","-3525","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10550","0","0","0","244.3","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10600","0.65","2.8","0.65","2.8","2.8","2.8","3","23.85","0","450","150","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10650","0","0","0","271.45","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10700","0.65","2.7","0.65","2.2","1.7","2.2","4","32.11",".01","225","75","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10750","0","0","0","300.6","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10800","1.7","1.95","1.7","1.95","1.95","0.05","4","32.41",".01","10725","-225","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10850","0","0","0","331.4","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10900","2.5","2.5","2.45","2.45","2.45","2.45","11","89.95",".02","1800","750","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","10950","0","0","0","11","11","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11000","2.4","2.4","1.8","2.05","2.1","2.05","1404","11585.2","2.2","844950","-9000","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11050","0","0","0","400.45","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11100","3.7","3.7","1.5","2.25","2.25","0.05","7","58.29",".01","7950","-150","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11150","0","0","0","13.5","13.5","0.05","0","0","0","150","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11200","2.5","2.7","2.15","2.3","2.15","2.3","7","58.81",".01","37500","-225","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11250","0","0","0","11","11","0.05","0","0","0","975","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11300","1.7","3.9","1.7","2.5","2.4","2.5","128","1085.06",".26","38625","-2850","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11350","0","0","0","520.2","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11400","2.55","3","2.45","2.65","2.55","2.65","82","701.27",".17","12075","975","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11450","0","0","0","564.5","0","0.05","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11500","3.05","3.9","2.85","3.15","3.25","3.15","1513","13053.23","3.61","1033200","-525","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11550","0","0","0","12.35","12.35","0.15","0","0","0","375","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11600","3.1","3.95","2.9","3.2","3.3","3.2","92","800.62",".22","21750","-900","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11650","0","0","0","659.7","0","0.2","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11700","4.45","4.45","3.6","4.15","3.8","4.15","48","421.34",".14","36675","2175","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11750","0","0","0","710.55","0","0.35","0","0","0","0","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11800","4.2","4.5","3.3","4.15","4.4","4.15","80","708.25",".25","37725","-975","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11850","0","0","0","4.35","4.35","0.55","0","0","0","225","0","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11900","4.05","5","3.7","4.85","4.65","4.85","168","1499.94",".54","14100","-3450","14132.9"
"NIFTY","04-Jan-2021","28-Jan-2021","PE","11950","0","0","0","818.7","0","0.85","0","0","0","0","0","14132.9"
